word,spell_band,spell_band_name,typical_window,read_band,word_type,pattern,spelling_expectation,picture_friendly,moviedu_priority,letter_count,ca_standards,sources,notes
blue,4,End of year,Apr–Jun,2,high-frequency,HFW-pre-primer,conventional-K,yes,good-fit,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
pink,4,End of year,Apr–Jun,4,vocabulary,color,conventional-K,yes,good-fit,4,L.K.5.c; L.K.6,common K vocabulary,Useful picture words; not an official CDE list.
chin,4,End of year,Apr–Jun,4,decodable,digraph-ch,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
chip,4,End of year,Apr–Jun,4,decodable,digraph-ch,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
chop,4,End of year,Apr–Jun,4,decodable,digraph-ch,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
cash,4,End of year,Apr–Jun,4,decodable,digraph-sh,conventional-K,yes,later,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
fish,4,End of year,Apr–Jun,4,decodable,digraph-sh,conventional-K,yes,start-here,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
ship,4,End of year,Apr–Jun,4,decodable,digraph-sh,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
shop,4,End of year,Apr–Jun,4,decodable,digraph-sh,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
shut,4,End of year,Apr–Jun,4,decodable,digraph-sh,conventional-K,yes,later,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
wish,4,End of year,Apr–Jun,4,decodable,digraph-sh,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
bath,4,End of year,Apr–Jun,4,decodable,digraph-th,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
math,4,End of year,Apr–Jun,4,decodable,digraph-th,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
path,4,End of year,Apr–Jun,4,decodable,digraph-th,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
that,4,End of year,Apr–Jun,4,both,digraph-th,conventional-K,no,later,4,L.K.2.d; RF.K.3; RF.K.3.c,Common K–1 phonics (digraphs and blends); Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1. End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
then,4,End of year,Apr–Jun,4,decodable,digraph-th,conventional-K,no,later,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
this,4,End of year,Apr–Jun,4,both,digraph-th,conventional-K,no,later,4,L.K.2.d; RF.K.3; RF.K.3.c,Common K–1 phonics (digraphs and blends); Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1. End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
with,4,End of year,Apr–Jun,4,both,digraph-th,conventional-K,no,later,4,L.K.2.d; RF.K.3; RF.K.3.c,Common K–1 phonics (digraphs and blends); Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1. End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
fast,4,End of year,Apr–Jun,4,decodable,ending-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
hand,4,End of year,Apr–Jun,4,decodable,ending-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
help,4,End of year,Apr–Jun,3,both,ending-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3; RF.K.3.c,Common K–1 phonics (digraphs and blends); Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1. California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
jump,4,End of year,Apr–Jun,2,both,ending-blend,conventional-K,yes,start-here,4,L.K.2.d; RF.K.3; RF.K.3.c,Common K–1 phonics (digraphs and blends); Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1. California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
lamp,4,End of year,Apr–Jun,4,decodable,ending-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
land,4,End of year,Apr–Jun,4,decodable,ending-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
milk,4,End of year,Apr–Jun,4,decodable,ending-blend,conventional-K,yes,start-here,4,L.K.2.d; RF.K.3; L.K.5; L.K.6; RF.K.4,Common K–1 phonics (digraphs and blends); Dolch nouns / common K picture vocabulary (not an official CDE list),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1. Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
nest,4,End of year,Apr–Jun,4,decodable,ending-blend,conventional-K,yes,start-here,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
sand,4,End of year,Apr–Jun,4,decodable,ending-blend,conventional-K,yes,start-here,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
tent,4,End of year,Apr–Jun,4,decodable,ending-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
snap,4,End of year,Apr–Jun,4,decodable,s-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
spot,4,End of year,Apr–Jun,4,decodable,s-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
step,4,End of year,Apr–Jun,4,decodable,s-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
stop,4,End of year,Apr–Jun,4,decodable,s-blend,conventional-K,yes,good-fit,4,L.K.2.d; RF.K.3,Common K–1 phonics (digraphs and blends),Many CA K programs introduce sh/th/ch and a few blends in spring; full mastery is grade 1.
bell,4,End of year,Apr–Jun,4,decodable,short-e-plus,conventional-K,yes,later,4,RF.K.2.d; RF.K.3.a; RF.K.3.b; L.K.2.d,Kindergarten CVC / short-vowel sequence,Short e is often the last short vowel in K. egg/bell add a doubled consonant.
egg,4,End of year,Apr–Jun,4,decodable,short-e-plus,conventional-K,yes,start-here,3,RF.K.2.d; RF.K.3.a; RF.K.3.b; L.K.2.d,Kindergarten CVC / short-vowel sequence,Short e is often the last short vowel in K. egg/bell add a doubled consonant.
hill,4,End of year,Apr–Jun,4,vocabulary,short-i-ll,conventional-K,yes,good-fit,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
doll,4,End of year,Apr–Jun,4,vocabulary,short-o-ll,conventional-K,yes,good-fit,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
ring,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,-ing,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
song,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,-ng,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
ate,stretch,Approaching grade 1,optional / summer,4,both,CVCe,stretch,yes,later,3,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1); RF.K.3.c,Silent-e / CVCe (grade 1 phonics; K stretch); Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target. End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
bike,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
cake,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
came,stretch,Approaching grade 1,optional / summer,4,both,CVCe,stretch,no,skip-for-now,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1); RF.K.3.c,Silent-e / CVCe (grade 1 phonics; K stretch); Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target. End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
cube,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
cute,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
fire,stretch,Approaching grade 1,optional / summer,stretch,vocabulary,CVCe,stretch,yes,later,4,L.K.5; L.K.6; RF.K.4,Dolch nouns / common K picture vocabulary (not an official CDE list),Good MoviEdu picture words. Only band 4 items are fair conventional-spelling targets in kindergarten.
five,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1); L.K.5.c; L.K.6,Silent-e / CVCe (grade 1 phonics; K stretch); common K math/ELA overlap,California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target. Useful picture words; not an official CDE list.
game,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
home,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
hope,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
kite,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
like,stretch,Approaching grade 1,optional / summer,3,both,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1); RF.K.3.c,Silent-e / CVCe (grade 1 phonics; K stretch); Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target. End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
make,stretch,Approaching grade 1,optional / summer,3,both,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1); RF.K.3.c,Silent-e / CVCe (grade 1 phonics; K stretch); Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target. California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
mule,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
name,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
nine,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1); L.K.5.c; L.K.6,Silent-e / CVCe (grade 1 phonics; K stretch); common K math/ELA overlap,California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target. Useful picture words; not an official CDE list.
nose,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
rope,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
take,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
tube,stretch,Approaching grade 1,optional / summer,stretch,decodable,CVCe,stretch,yes,later,4,RF.K.3.b (know long vs short vowel sounds; complex long-vowel spellings are grade 1),Silent-e / CVCe (grade 1 phonics; K stretch),California RF.K.3.b: children should know long vs short vowel sounds; the silent-e spelling pattern is a grade 1 target.
does,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-CA-example,sight-read-first,no,skip-for-now,4,RF.K.3.c (CA example words),"CA CCSS RF.K.3.c example set (the, of, to, you, she, my, is, are, do, does)",Listed as a K sight-reading example in RF.K.3.c.
of,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-CA-example,sight-read-first,no,skip-for-now,2,RF.K.3.c (CA example words),"CA CCSS RF.K.3.c example set (the, of, to, you, she, my, is, are, do, does)",Listed as a K sight-reading example in RF.K.3.c; Dolch places it on the grade 1 list.
away,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
come,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
down,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,yes,skip-for-now,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
find,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
for,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
funny,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,5,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
here,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
little,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-pre-primer,sight-read-first,yes,skip-for-now,6,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
look,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,yes,skip-for-now,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
one,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,yes,skip-for-now,3,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
play,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,yes,skip-for-now,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
said,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
the,stretch,Approaching grade 1,optional / summer,1,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
three,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-pre-primer,sight-read-first,yes,skip-for-now,5,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
to,stretch,Approaching grade 1,optional / summer,1,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,2,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
two,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,yes,skip-for-now,3,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
where,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,5,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
yellow,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-pre-primer,sight-read-first,yes,skip-for-now,6,RF.K.3.c,Dolch Pre-primer (40); widely used in CA K for RF.K.3.c,"California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d)."
you,stretch,Approaching grade 1,optional / summer,2,high-frequency,HFW-pre-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c; RF.K.3.c (CA example words),"Dolch Pre-primer (40); widely used in CA K for RF.K.3.c; CA CCSS RF.K.3.c example set (the, of, to, you, she, my, is, are, do, does)","California requires these to be *read* by sight, not necessarily spelled conventionally. Invented/phonetic spelling is the official K writing standard (L.K.2.d). CA RF.K.3.c example."
all,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
are,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c; RF.K.3.c (CA example words),"Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer; CA CCSS RF.K.3.c example set (the, of, to, you, she, my, is, are, do, does)",End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement. CA RF.K.3.c example.
be,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,2,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
brown,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-primer,sight-read-first,yes,skip-for-now,5,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
do,stretch,Approaching grade 1,optional / summer,3,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,2,RF.K.3.c; RF.K.3.c (CA example words),"Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer; CA CCSS RF.K.3.c example set (the, of, to, you, she, my, is, are, do, does)",End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement. CA RF.K.3.c example.
eat,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,yes,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
four,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,yes,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
good,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
have,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
into,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
must,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,4,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
new,stretch,Approaching grade 1,optional / summer,4,high-frequency,HFW-primer,sight-read-first,no,skip-for-now,3,RF.K.3.c,Dolch Primer (52); typical CA end-of-K reading list together with Pre-primer,End-of-kindergarten reading target in many CA districts is Pre-primer + Primer (~92 words). Spelling these irregular words conventionally is not a CA K requirement.
